hemodynamics hb value,bgDO2,caSys_pCO2,cvSys_pCO2,cvSys_pO2,caSys_HCO3,cvSys_HCO3,cvSys_O2sat,hb,caSys_pH,cvSys_pH,caSys_pO2,caSys_BE,caSys_O2sat
19.7447,1950.5856,31.8038,42.0334,60.1024,22.3612,23.8617,90.3831,19.757,7.4658,7.3914,248.5534,-1.33,99.7919
19.7598,1950.564,31.8045,42.0441,60.0965,22.3724,23.87,90.3816,19.7736,7.4828,7.3669,248.5354,-1.3082,99.7815
19.7748,1950.5691,31.8036,42.0514,60.1086,22.3785,23.8589,90.382,19.7601,7.4716,7.3905,248.5328,-1.297,99.7901
19.7898,1950.5581,31.8084,42.038,60.124,22.3604,23.8663,90.3845,19.7423,7.4639,7.3703,248.5501,-1.2789,99.7865
19.8048,1950.555,31.8106,42.0528,60.0939,22.3698,23.8747,90.3847,19.7611,7.452,7.3607,248.5564,-1.3196,99.8057
19.8198,1950.577,31.8205,42.0396,60.1116,22.3656,23.8559,90.3701,19.7559,7.4753,7.387,248.5431,-1.3201,99.7954
19.8348,1950.5733,31.8116,42.0583,60.1129,22.3854,23.8653,90.3856,19.7534,7.4716,7.3956,248.5297,-1.3204,99.7959
19.8498,1950.5621,31.8012,42.0499,60.1305,22.3683,23.8601,90.3731,19.7691,7.4744,7.3741,248.5183,-1.3074,99.7838
19.8649,1950.5586,31.8304,42.0318,60.1235,22.361,23.8673,90.3853,19.7548,7.4614,7.375,248.5494,-1.3179,99.7987
19.8799,1950.5641,31.8081,42.0417,60.0964,22.3704,23.8766,90.3817,19.7615,7.4685,7.3817,248.5579,-1.298,99.8055
19.8949,1950.5725,31.8125,42.0295,60.1244,22.3509,23.8801,90.3941,19.7691,7.4805,7.3944,248.5495,-1.2916,99.8038
19.9099,1950.5669,31.8168,42.0546,60.0942,22.3537,23.8725,90.374,19.7447,7.4663,7.3837,248.5543,-1.3075,99.7895
19.9249,1950.5683,31.805,42.0434,60.1121,22.3749,23.8755,90.3937,19.769,7.4771,7.3919,248.5589,-1.3123,99.7773
19.9399,1950.5663,31.8347,42.0507,60.1224,22.3564,23.8488,90.3647,19.7591,7.4893,7.4137,248.535,-1.302,99.7943
19.955,1950.5591,31.8131,42.0331,60.1067,22.3582,23.8611,90.3837,19.7632,7.4608,7.3535,248.5468,-1.3073,99.8117
19.97,1950.5833,31.7957,42.0299,60.1236,22.3421,23.8664,90.3565,19.7725,7.4589,7.3679,248.5506,-1.3037,99.8034
19.985,1950.5544,31.8091,42.0356,60.1087,22.3531,23.8734,90.3774,19.7473,7.4496,7.3708,248.5562,-1.3224,99.8045
20.0,1950.6042,31.8247,42.0454,60.1173,22.367,23.8704,90.3857,19.7379,7.4669,7.3959,248.5513,-1.2977,99.7979
